respondent_id,gender,age_years,country,education_level,undergraduate_major,current_role,current_industry,years_experience_current_role,yearly_compensation_usd
20942,Male,25,"Iran, Islamic Republic of...",Doctoral degree,"Computer science (software engineering, etc.)",Research Assistant,Accounting/Finance,0,
20943,Male,30,Russia,Doctoral degree,Mathematics or statistics,Student,Academics/Education,3,"0-10,000"
20944,Male,25,Poland,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",DBA/Database Engineer,Medical/Pharmaceutical,2,"20-30,000"
20945,Male,18,Peru,Bachelor’s degree,Engineering (non-computer focused),Student,Computers/Technology,0,"0-10,000"
20946,Male,18,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,3,"100-125,000"
20947,Male,50,New Zealand,Master’s degree,Physics or astronomy,Data Analyst,Insurance/Risk Assessment,25,"90-100,000"
20948,Male,25,Russia,Master’s degree,Engineering (non-computer focused),Data Scientist,Computers/Technology,2,
20949,Male,25,United States of America,Master’s degree,Mathematics or statistics,Data Scientist,Accounting/Finance,2,"80-90,000"
20950,Male,50,Switzerland,Master’s degree,"Computer science (software engineering, etc.)",Manager,Medical/Pharmaceutical,5,
20951,Male,45,Canada,Master’s degree,Engineering (non-computer focused),Data Scientist,Insurance/Risk Assessment,1,
20952,Male,50,India,Professional degree,Mathematics or statistics,Consultant,Insurance/Risk Assessment,20,"40-50,000"
20953,Male,22,Italy,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,,
20954,Male,60,United States of America,Master’s degree,Fine arts or performing arts,Other,Manufacturing/Fabrication,5,"250-300,000"
20955,Male,30,Israel,Master’s degree,Mathematics or statistics,Data Scientist,Shipping/Transportation,1,"100-125,000"
20956,Male,25,Italy,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Research Scientist,Medical/Pharmaceutical,1,"40-50,000"
20957,Male,18,Kenya,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,2,
20958,Male,30,Russia,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Retail/Sales,10,"0-10,000"
20959,Male,40,United States of America,Doctoral degree,Physics or astronomy,Principal Investigator,Computers/Technology,2,"150-200,000"
20960,Male,18,Germany,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,4,
20961,Male,25,United States of America,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Marketing Analyst,Shipping/Transportation,0,"100-125,000"
20962,Male,30,United States of America,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Scientist,Other,3,"90-100,000"
20963,Male,25,United States of America,Bachelor’s degree,Engineering (non-computer focused),Other,Military/Security/Defense,4,"80-90,000"
20964,Male,30,United States of America,Doctoral degree,Mathematics or statistics,Data Scientist,Computers/Technology,10,"150-200,000"
20965,Male,50,United States of America,Master’s degree,Engineering (non-computer focused),Other,Computers/Technology,20,"125-150,000"
20966,Male,30,Indonesia,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,2,"0-10,000"
20967,Male,22,Brazil,Bachelor’s degree,Engineering (non-computer focused),Data Analyst,Computers/Technology,1,"0-10,000"
20968,Male,30,Brazil,Master’s degree,Engineering (non-computer focused),Other,Government/Public Service,1,"10-20,000"
20969,Male,30,Ireland,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Data Scientist,Medical/Pharmaceutical,3,"70-80,000"
20970,Male,18,Canada,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,1,"40-50,000"
20971,Male,30,United States of America,Master’s degree,"Humanities (history, literature, philosophy, etc.)",Data Scientist,Insurance/Risk Assessment,2,"100-125,000"
20972,Male,45,South Korea,Master’s degree,"Computer science (software engineering, etc.)",Chief Officer,Computers/Technology,0,"0-10,000"
20973,Male,25,Other,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Analyst,Accounting/Finance,0,
20974,Male,25,Pakistan,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,"0-10,000"
20975,Male,22,Germany,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,5,"0-10,000"
20976,Male,18,Russia,Bachelor’s degree,"Computer science (software engineering, etc.)",Research Scientist,Academics/Education,15,"40-50,000"
20977,Male,25,United States of America,Master’s degree,Mathematics or statistics,Data Scientist,Medical/Pharmaceutical,3,"90-100,000"
20978,Male,22,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Analyst,Online Service/Internet-based Services,0,"40-50,000"
20979,Male,25,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Engineering (non-computer focused),Data Scientist,Online Service/Internet-based Services,3,
20980,Male,25,United States of America,Bachelor’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Business Analyst,Accounting/Finance,0,"100-125,000"
20981,Male,30,New Zealand,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Data Scientist,Computers/Technology,3,"50-60,000"
20982,Male,25,United States of America,Master’s degree,Engineering (non-computer focused),Data Scientist,Computers/Technology,1,"70-80,000"
20983,Male,30,United States of America,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Business Analyst,Non-profit/Service,1,"70-80,000"
20984,Male,60,United States of America,Professional degree,Engineering (non-computer focused),Research Scientist,Medical/Pharmaceutical,0,
20985,Male,25,Sweden,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Accounting/Finance,2,"70-80,000"
20986,Male,25,Netherlands,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Data Scientist,Medical/Pharmaceutical,0,
20987,Male,25,United States of America,Bachelor’s degree,Mathematics or statistics,Data Analyst,Accounting/Finance,1,"80-90,000"
20988,Male,18,Turkey,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,1,"0-10,000"
20989,Male,35,Germany,Master’s degree,"Information technology, networking, or system administration",Software Engineer,Manufacturing/Fabrication,10,"100-125,000"
20990,Male,22,Mexico,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,1,"10-20,000"
20991,Male,25,Brazil,Master’s degree,Engineering (non-computer focused),Data Engineer,Academics/Education,2,
20992,Male,18,France,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,Broadcasting/Communications,0,"20-30,000"
20993,Male,22,United States of America,Doctoral degree,"Information technology, networking, or system administration",Student,I am a student,2,"40-50,000"
20994,Male,35,Brazil,Doctoral degree,"Computer science (software engineering, etc.)",Research Scientist,Academics/Education,4,"40-50,000"
20995,Male,25,Argentina,Master’s degree,"Computer science (software engineering, etc.)",Data Engineer,Computers/Technology,1,"0-10,000"
20996,Male,25,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Mathematics or statistics,Not employed,,,
20997,Male,25,Ukraine,Master’s degree,Engineering (non-computer focused),Data Scientist,Computers/Technology,1,"10-20,000"
20998,Male,22,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Mathematics or statistics,Data Scientist,Computers/Technology,0,"10-20,000"
20999,Male,40,Belarus,Bachelor’s degree,"Information technology, networking, or system administration",Software Engineer,Computers/Technology,15,"30-40,000"
21000,Male,50,United States of America,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Scientist,Accounting/Finance,4,"100-125,000"
21001,Male,22,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,3,
21002,Male,30,Sweden,Master’s degree,Engineering (non-computer focused),Research Scientist,Manufacturing/Fabrication,4,"40-50,000"
21003,Male,25,Russia,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Not employed,,,
21004,Male,25,Germany,Master’s degree,Engineering (non-computer focused),Not employed,,,
21005,Male,22,Sweden,Master’s degree,Mathematics or statistics,Data Scientist,Other,0,"80-90,000"
21006,Male,30,Brazil,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Business Analyst,Manufacturing/Fabrication,15,"40-50,000"
21007,Male,30,United States of America,Doctoral degree,"Social sciences (anthropology, psychology, sociology, etc.)",Manager,Broadcasting/Communications,5,"250-300,000"
21008,Male,22,Poland,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Online Service/Internet-based Services,2,"20-30,000"
21009,Male,55,United States of America,Doctoral degree,Engineering (non-computer focused),Data Scientist,Computers/Technology,25,"150-200,000"
21010,Male,25,Brazil,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,0,
21011,Male,30,Italy,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Scientist,Insurance/Risk Assessment,0,"30-40,000"
21012,Male,35,United States of America,Master’s degree,Mathematics or statistics,Other,Academics/Education,10,"40-50,000"
21013,Male,25,Italy,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,0,"20-30,000"
21014,Male,50,Austria,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Chief Officer,Accounting/Finance,10,"90-100,000"
21015,Male,35,Brazil,Bachelor’s degree,Engineering (non-computer focused),Software Engineer,Online Business/Internet-based Sales,5,"30-40,000"
21016,Male,22,Indonesia,Bachelor’s degree,"Information technology, networking, or system administration",Not employed,,,
21017,Male,22,Other,Bachelor’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Not employed,,,
21018,Male,30,United States of America,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Chief Officer,Manufacturing/Fabrication,2,
21019,Male,18,United States of America,Some college/university study without earning a bachelor’s degree,"Information technology, networking, or system administration",Student,I am a student,2,"0-10,000"
21020,Male,22,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,,
21021,Male,50,Czech Republic,I prefer not to answer,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,10,
21022,Male,22,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,"0-10,000"
21023,Male,22,Chile,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,5,"0-10,000"
21024,Male,30,Ukraine,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,5,
21025,Male,30,France,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,0,"70-80,000"
21026,Male,22,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Research Scientist,Computers/Technology,2,"100-125,000"
21027,Male,35,India,Master’s degree,Mathematics or statistics,Manager,Accounting/Finance,10,"50-60,000"
21028,Male,18,United States of America,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Other,Medical/Pharmaceutical,0,"20-30,000"
21029,Male,22,Japan,Master’s degree,Engineering (non-computer focused),Student,I am a student,,
21030,Male,25,Brazil,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,Accounting/Finance,0,"0-10,000"
21031,Male,35,Germany,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Software Engineer,Online Service/Internet-based Services,3,"50-60,000"
21032,Male,25,United States of America,Master’s degree,Mathematics or statistics,Business Analyst,Insurance/Risk Assessment,4,"125-150,000"
21033,Male,25,Russia,Master’s degree,"Information technology, networking, or system administration",Software Engineer,Accounting/Finance,4,"0-10,000"
21034,Male,22,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Not employed,,,
21035,Male,35,Russia,Professional degree,"Computer science (software engineering, etc.)",Not employed,,,
21036,Male,30,United States of America,Bachelor’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Manager,Non-profit/Service,4,"40-50,000"
21037,Male,25,Belgium,Master’s degree,Engineering (non-computer focused),Data Scientist,Other,1,"30-40,000"
21038,Male,35,Ukraine,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Scientist,Accounting/Finance,10,
21039,Male,25,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Not employed,,,
21040,Male,30,Other,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,5,"0-10,000"
21041,Male,60,United States of America,Master’s degree,"Humanities (history, literature, philosophy, etc.)",Data Analyst,Medical/Pharmaceutical,2,"70-80,000"
21042,Male,30,United States of America,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Business Analyst,Accounting/Finance,5,"90-100,000"
21043,Male,30,United States of America,Bachelor’s degree,Mathematics or statistics,Data Scientist,Other,4,"125-150,000"
21044,Male,30,United States of America,Doctoral degree,Engineering (non-computer focused),Data Scientist,Online Business/Internet-based Sales,0,"100-125,000"
21045,Male,25,United States of America,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,0,
21046,Male,40,New Zealand,Master’s degree,Mathematics or statistics,Data Analyst,Government/Public Service,2,"60-70,000"
21047,Male,45,Argentina,Doctoral degree,Physics or astronomy,Other,Computers/Technology,2,"30-40,000"
21048,Male,35,Germany,Doctoral degree,Physics or astronomy,Data Scientist,Insurance/Risk Assessment,5,"100-125,000"
21049,Male,18,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
21050,Male,22,Other,Master’s degree,Mathematics or statistics,Data Analyst,Accounting/Finance,0,"0-10,000"
21051,Male,30,Germany,Doctoral degree,"A business discipline (accounting, economics, finance, etc.)",Research Assistant,Academics/Education,1,"60-70,000"
21052,Male,25,Other,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Scientist,Online Business/Internet-based Sales,1,"30-40,000"
21053,Male,18,United States of America,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,,
21054,Male,25,Brazil,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Online Service/Internet-based Services,3,"40-50,000"
21055,Male,25,New Zealand,Master’s degree,Mathematics or statistics,Data Scientist,Energy/Mining,2,"40-50,000"
21056,Male,35,India,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Student,Shipping/Transportation,10,"0-10,000"
21057,Male,35,Russia,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Accounting/Finance,2,"30-40,000"
21058,Male,60,United States of America,Master’s degree,Engineering (non-computer focused),Chief Officer,Insurance/Risk Assessment,20,"0-10,000"
21059,Male,45,Sweden,Doctoral degree,"Humanities (history, literature, philosophy, etc.)",Research Scientist,Academics/Education,15,"50-60,000"
21060,Male,25,United States of America,Bachelor’s degree,Physics or astronomy,Data Scientist,Online Service/Internet-based Services,1,"80-90,000"
21061,Male,22,South Korea,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,Computers/Technology,0,"0-10,000"
21062,Male,22,United States of America,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Student,I am a student,0,
21063,Male,30,Brazil,Master’s degree,Engineering (non-computer focused),Other,Computers/Technology,5,"20-30,000"
21064,Male,35,Brazil,Master’s degree,Engineering (non-computer focused),Chief Officer,Manufacturing/Fabrication,1,"200-250,000"
21065,Male,30,United States of America,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Scientist,Government/Public Service,2,"125-150,000"
21066,Male,25,United States of America,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Student,I am a student,,"10-20,000"
21067,Male,70,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Consultant,Academics/Education,,
21068,Male,18,United States of America,Bachelor’s degree,"Information technology, networking, or system administration",Student,Academics/Education,0,"0-10,000"
21069,Male,30,Netherlands,Bachelor’s degree,"Information technology, networking, or system administration",Data Analyst,Government/Public Service,0,"50-60,000"
21070,Male,25,Brazil,Bachelor’s degree,"Information technology, networking, or system administration",Software Engineer,Computers/Technology,2,"0-10,000"
21071,Male,35,Other,Master’s degree,"Humanities (history, literature, philosophy, etc.)",Product/Project Manager,Broadcasting/Communications,0,"50-60,000"
21072,Male,40,Canada,Master’s degree,Engineering (non-computer focused),Business Analyst,Shipping/Transportation,10,"60-70,000"
21073,Male,18,United States of America,Some college/university study without earning a bachelor’s degree,Mathematics or statistics,Student,Energy/Mining,0,
21074,Male,30,Thailand,Bachelor’s degree,Engineering (non-computer focused),Software Engineer,Computers/Technology,1,"30-40,000"
21075,Male,18,Russia,Bachelor’s degree,"Computer science (software engineering, etc.)",Other,Broadcasting/Communications,1,"20-30,000"
21076,Male,35,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Engineer,Academics/Education,1,
21077,Male,35,Germany,Master’s degree,"Computer science (software engineering, etc.)",Data Engineer,Online Service/Internet-based Services,4,"80-90,000"
21078,Male,45,United States of America,Master’s degree,Engineering (non-computer focused),Other,Computers/Technology,3,"125-150,000"
21079,Male,30,United States of America,Master’s degree,Mathematics or statistics,Data Analyst,Manufacturing/Fabrication,5,"100-125,000"
21080,Male,18,Russia,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Academics/Education,0,"0-10,000"
21081,Male,50,Russia,I prefer not to answer,"Computer science (software engineering, etc.)",Product/Project Manager,Computers/Technology,15,"10-20,000"
21082,Male,30,United States of America,Master’s degree,Engineering (non-computer focused),Research Scientist,Energy/Mining,5,"100-125,000"
21083,Male,25,United States of America,Master’s degree,Engineering (non-computer focused),Data Analyst,Insurance/Risk Assessment,0,
21084,Male,22,Brazil,Master’s degree,"Computer science (software engineering, etc.)",Research Assistant,Academics/Education,2,"0-10,000"
21085,Male,22,United States of America,Bachelor’s degree,Engineering (non-computer focused),Data Analyst,Manufacturing/Fabrication,4,"60-70,000"
21086,Male,22,Canada,Bachelor’s degree,"Computer science (software engineering, etc.)",Salesperson,Hospitality/Entertainment/Sports,4,"0-10,000"
21087,Male,35,Mexico,Master’s degree,Mathematics or statistics,Data Analyst,I am a student,3,
21088,Male,40,Chile,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Product/Project Manager,Online Service/Internet-based Services,3,"70-80,000"
21089,Male,25,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,0,"70-80,000"
21090,Male,18,Other,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Accounting/Finance,0,
21091,Male,35,Turkey,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Online Service/Internet-based Services,5,"20-30,000"
21092,Male,22,Russia,Master’s degree,"Information technology, networking, or system administration",Student,I am a student,4,
21093,Male,22,Pakistan,Bachelor’s degree,Engineering (non-computer focused),Research Scientist,Online Business/Internet-based Sales,3,"70-80,000"
21094,Male,22,Brazil,Bachelor’s degree,"Computer science (software engineering, etc.)",Other,Computers/Technology,1,"0-10,000"
21095,Male,30,United States of America,Master’s degree,Engineering (non-computer focused),Manager,Accounting/Finance,5,"200-250,000"
21096,Male,40,Spain,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Research Scientist,Medical/Pharmaceutical,2,"30-40,000"
21097,Male,25,Turkey,Master’s degree,Mathematics or statistics,Data Scientist,Accounting/Finance,1,"10-20,000"
21098,Male,35,United States of America,Doctoral degree,"Computer science (software engineering, etc.)",Data Scientist,Broadcasting/Communications,4,"125-150,000"
21099,Male,22,United States of America,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Business Analyst,Academics/Education,1,"50-60,000"
21100,Male,22,United States of America,Bachelor’s degree,Other,Student,Retail/Sales,1,"0-10,000"
21101,Male,22,United States of America,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Business Analyst,Online Service/Internet-based Services,0,"40-50,000"
21102,Male,25,Germany,Master’s degree,Other,Software Engineer,I am a student,1,"0-10,000"
21103,Male,18,United States of America,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,0,
21104,Male,18,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Accounting/Finance,0,"50-60,000"
21105,Male,18,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,Military/Security/Defense,0,
21106,Male,30,Canada,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Analyst,Academics/Education,0,"60-70,000"
21107,Male,35,Australia,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,3,"90-100,000"
21108,Male,40,India,Professional degree,Other,DBA/Database Engineer,Computers/Technology,3,"20-30,000"
21109,Male,35,Netherlands,Master’s degree,Engineering (non-computer focused),Consultant,Government/Public Service,10,"50-60,000"
21110,Male,25,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,Manufacturing/Fabrication,0,"30-40,000"
21111,Male,25,Turkey,Master’s degree,Engineering (non-computer focused),Research Scientist,Academics/Education,0,"0-10,000"
21112,Male,35,Poland,Bachelor’s degree,Physics or astronomy,Data Engineer,Online Business/Internet-based Sales,5,"40-50,000"
21113,Male,22,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0,
21114,Male,25,Poland,Doctoral degree,"Computer science (software engineering, etc.)",Data Scientist,Medical/Pharmaceutical,0,"30-40,000"
21115,Male,35,Germany,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Scientist,Insurance/Risk Assessment,1,
21116,Male,22,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Research Assistant,Computers/Technology,1,"20-30,000"
21117,Male,22,France,Doctoral degree,Mathematics or statistics,Research Assistant,Academics/Education,0,"0-10,000"
21118,Male,40,Brazil,Master’s degree,Engineering (non-computer focused),Software Engineer,Computers/Technology,20,"125-150,000"
21119,Male,22,Netherlands,Master’s degree,Mathematics or statistics,Student,I am a student,,
21120,Male,22,South Africa,Master’s degree,Engineering (non-computer focused),Student,I am a student,0,
21121,Male,30,Germany,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Data Scientist,Government/Public Service,0,"80-90,000"
21122,Male,25,Germany,Doctoral degree,Physics or astronomy,Research Scientist,Academics/Education,1,"30-40,000"
21123,Male,25,Other,Bachelor’s degree,"Computer science (software engineering, etc.)",Developer Advocate,Computers/Technology,2,
21124,Male,25,Canada,Doctoral degree,"Social sciences (anthropology, psychology, sociology, etc.)",Research Scientist,Academics/Education,2,"20-30,000"
21125,Male,30,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Online Business/Internet-based Sales,2,"150-200,000"
21126,Male,30,South Africa,Master’s degree,Environmental science or geology,Data Scientist,Insurance/Risk Assessment,2,"30-40,000"
21127,Male,45,Norway,Doctoral degree,Engineering (non-computer focused),Data Scientist,Academics/Education,15,"60-70,000"
21128,Male,45,United States of America,Bachelor’s degree,Mathematics or statistics,Other,Accounting/Finance,25,"500,000+"
21129,Male,35,Other,Master’s degree,Physics or astronomy,Data Scientist,Government/Public Service,5,"0-10,000"
21130,Male,30,Japan,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,5,"50-60,000"
21131,Male,30,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Student,Academics/Education,1,"30-40,000"
21132,Male,50,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Academics/Education,15,
21133,Male,25,Germany,Doctoral degree,Other,Student,Manufacturing/Fabrication,1,
21134,Male,25,United States of America,Master’s degree,Mathematics or statistics,Data Scientist,Computers/Technology,0,
21135,Male,45,Netherlands,Master’s degree,"Computer science (software engineering, etc.)",Chief Officer,Online Service/Internet-based Services,25,"150-200,000"
21136,Male,25,Germany,Master’s degree,Other,Student,I am a student,5,"0-10,000"
21137,Male,30,Chile,Some college/university study without earning a bachelor’s degree,Engineering (non-computer focused),Not employed,,,
21138,Male,22,Russia,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Online Service/Internet-based Services,3,"30-40,000"
21139,Male,25,United States of America,Master’s degree,Engineering (non-computer focused),Data Engineer,Energy/Mining,1,"100-125,000"
21140,Male,25,United States of America,Bachelor’s degree,Mathematics or statistics,Business Analyst,Medical/Pharmaceutical,1,"40-50,000"
21141,Male,40,Nigeria,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Other,Non-profit/Service,1,"10-20,000"
21142,Male,30,Canada,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,5,
21143,Male,40,Brazil,Professional degree,Other,Data Analyst,Marketing/CRM,15,"100-125,000"
21144,Male,35,United States of America,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Research Scientist,Online Service/Internet-based Services,5,"90-100,000"
21145,Male,40,United States of America,Master’s degree,Engineering (non-computer focused),Chief Officer,Computers/Technology,10,
21146,Male,40,Germany,Doctoral degree,Engineering (non-computer focused),Data Engineer,Other,0,"90-100,000"
21147,Male,22,Pakistan,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,Computers/Technology,0,"0-10,000"
21148,Male,25,Germany,Doctoral degree,"Computer science (software engineering, etc.)",Research Scientist,Shipping/Transportation,5,"125-150,000"
21149,Male,22,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Research Assistant,Academics/Education,0,"0-10,000"
21150,Male,18,Pakistan,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,1,
21151,Male,30,United States of America,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Data Scientist,Computers/Technology,1,"125-150,000"
21152,Male,18,Sweden,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,,
21153,Male,18,United States of America,Bachelor’s degree,Physics or astronomy,Student,Academics/Education,2,"10-20,000"
21154,Male,45,United States of America,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Consultant,Academics/Education,5,
21155,Male,35,United States of America,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Software Engineer,Insurance/Risk Assessment,4,"100-125,000"
21156,Male,35,Canada,Doctoral degree,Physics or astronomy,Data Scientist,Broadcasting/Communications,0,"70-80,000"
21157,Male,30,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Medical/Pharmaceutical,5,"100-125,000"
21158,Male,22,United States of America,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,0,"125-150,000"
21159,Male,40,Other,Doctoral degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,20,
21160,Male,25,Mexico,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Medical/Pharmaceutical,4,"50-60,000"
21161,Male,18,Canada,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,2,"0-10,000"
21162,Male,35,United States of America,Doctoral degree,Physics or astronomy,Data Scientist,Medical/Pharmaceutical,5,"150-200,000"
21163,Male,22,France,Master’s degree,"Computer science (software engineering, etc.)",Student,Academics/Education,0,
21164,Male,30,Belgium,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Medical/Pharmaceutical,5,"50-60,000"
21165,Male,18,Poland,I prefer not to answer,I never declared a major,Student,Computers/Technology,0,
21166,Male,25,Russia,Master’s degree,Physics or astronomy,Research Scientist,Academics/Education,3,"20-30,000"
21167,Male,22,Brazil,Bachelor’s degree,"Information technology, networking, or system administration",Product/Project Manager,Computers/Technology,1,"0-10,000"
21168,Male,35,Canada,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,2,"100-125,000"
21169,Male,25,United States of America,Master’s degree,"Computer science (software engineering, etc.)",Student,Academics/Education,1,
21170,Male,22,Hungary,Master’s degree,Mathematics or statistics,Research Assistant,Academics/Education,1,"10-20,000"
21171,Male,25,Colombia,Bachelor’s degree,Engineering (non-computer focused),Software Engineer,Energy/Mining,2,"0-10,000"
21172,Male,25,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Mathematics or statistics,Data Scientist,Marketing/CRM,1,
21173,Male,25,India,Bachelor’s degree,Engineering (non-computer focused),Software Engineer,Insurance/Risk Assessment,2,
21174,Male,30,United States of America,Bachelor’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Manager,Broadcasting/Communications,5,"150-200,000"
21175,Male,25,United Kingdom of Great Britain and Northern Ireland,Master’s degree,"Computer science (software engineering, etc.)",Data Engineer,Insurance/Risk Assessment,0,"80-90,000"
